benchmark,group,mode,size,selectivity,samples,inner_repeats,warmup,warmup_us,median_us,p95_us,min_us,max_us,total_us,measured_total_us,ops_per_sec,op_unit,commit,compiler,cflags,opt_level,date_utc
reintern_existing_symbols,ingestion,reintern,32,1.000000,1000,3,78269,300002.209000,0.652667,0.680667,0.611000,0.805667,654.631000,1963.893000,48882500.217680,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
mixed_intern_symbols,ingestion,mixed,32,1.000000,1000,3,85096,300000.917000,0.722000,0.750000,0.680333,0.875000,718.690333,2156.071000,44525435.386868,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
intern_distinct_symbols,ingestion,distinct,64,1.000000,1000,1,49810,300004.916000,1.459000,1.542000,1.375000,1.625000,1476.305000,1476.305000,43351475.474241,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
reintern_existing_symbols,ingestion,reintern,64,1.000000,1000,1,41056,300007.083000,1.333000,1.375000,1.291000,1.500000,1336.916000,1336.916000,47871369.629805,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
mixed_intern_symbols,ingestion,mixed,64,1.000000,1000,1,45301,300004.250000,1.417000,1.583000,1.333000,14.292000,1452.838000,1452.838000,44051711.202488,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
intern_distinct_symbols,ingestion,distinct,128,1.000000,1000,1,26232,300006.500000,2.834000,2.958000,2.750000,10.959000,2905.364000,2905.364000,44056441.809013,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
reintern_existing_symbols,ingestion,reintern,128,1.000000,1000,1,21138,300013.417000,2.625000,2.667000,2.500000,8.500000,2653.177000,2653.177000,48244048.550097,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
mixed_intern_symbols,ingestion,mixed,128,1.000000,1000,1,22786,300008.833000,2.875000,2.958000,2.750000,16.208000,2935.168000,2935.168000,43609088.133967,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
intern_distinct_symbols,ingestion,distinct,256,1.000000,1000,1,13413,300009.375000,6.125000,7.916000,5.709000,18.666000,6544.621000,6544.621000,39116092.436827,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
reintern_existing_symbols,ingestion,reintern,256,1.000000,1000,1,10374,300034.000000,5.542000,6.875000,5.333000,18.208000,5782.360000,5782.360000,44272580.745578,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
mixed_intern_symbols,ingestion,mixed,256,1.000000,1000,1,11827,300013.333000,5.708000,5.917000,5.583000,26.750000,5914.569000,5914.569000,43282950.963967,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
intern_distinct_symbols,ingestion,distinct,512,1.000000,1000,1,6577,300015.458000,13.417000,13.875000,13.208000,34.083000,13764.615000,13764.615000,37196826.791014,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
reintern_existing_symbols,ingestion,reintern,512,1.000000,1000,1,5083,300038.083000,13.084000,14.833000,12.417000,44.000000,13379.711000,13379.711000,38266895.301401,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
mixed_intern_symbols,ingestion,mixed,512,1.000000,1000,1,5729,300045.083000,13.459000,13.666000,13.333000,28.375000,13623.075000,13623.075000,37583291.584316,symbols/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_unary,1,1.000000,1000,1,407812,300000.500000,0.083000,0.084000,0.041000,0.167000,73.449000,73.449000,13614889.242876,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_unary,1,1.000000,1000,7,402358,300000.417000,0.065429,0.077429,0.041571,0.089286,63.768714,446.381000,15681671.038866,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_binary,1,1.000000,1000,7,372496,300000.125000,0.077000,0.083429,0.053286,0.113000,74.470571,521.294000,13428123.093686,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_binary,1,1.000000,1000,15,315770,300001.000000,0.069533,0.080533,0.052733,0.100000,70.715200,1060.728000,14141231.305292,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,unit_unary,1,1.000000,1000,7,337961,300000.167000,0.101143,0.113143,0.083143,0.131000,99.735429,698.148000,10026527.326584,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,batch_unary,1,1.000000,1000,1,298723,300000.583000,0.125000,0.125000,0.083000,8.542000,138.086000,138.086000,7241863.766059,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,composed_unit_binary,1,1.000000,1000,7,308684,300000.125000,0.142857,0.178429,0.119000,1.285714,147.672143,1033.705000,6771757.899981,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,batch_binary,1,1.000000,1000,7,343698,300000.583000,0.154857,0.196571,0.125000,2.732000,164.382857,1150.680000,6083359.404874,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_unary,8,1.000000,1000,1,107885,300000.166000,0.792000,0.792000,0.708000,0.917000,786.836000,786.836000,10167302.970378,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_unary,8,1.000000,1000,1,119777,300000.541000,0.583000,0.584000,0.500000,0.750000,581.134000,581.134000,13766188.176909,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_binary,8,1.000000,1000,1,109822,300000.125000,0.833000,0.834000,0.750000,1.125000,824.921000,824.921000,9697898.344205,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_binary,8,1.000000,1000,1,119517,300001.708000,0.625000,0.667000,0.583000,2.125000,627.541000,627.541000,12748171.035837,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,unit_unary,8,1.000000,1000,1,116682,300000.792000,1.000000,1.042000,0.916000,19.041000,1090.782000,1090.782000,7334187.766208,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,batch_unary,8,1.000000,1000,1,118735,300001.834000,0.833000,0.875000,0.750000,16.750000,876.084000,876.084000,9131544.463773,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,composed_unit_binary,8,1.000000,1000,1,96027,300002.750000,1.292000,1.375000,1.208000,1.542000,1314.058000,1314.058000,6088011.335877,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,batch_binary,8,1.000000,1000,1,104305,300002.000000,1.083000,1.125000,1.000000,14.958000,1099.823000,1099.823000,7273897.708995,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_unary,16,1.000000,1000,1,52379,300001.541000,2.041000,2.084000,1.916000,11.917000,2098.146000,2098.146000,7625780.093473,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_unary,16,1.000000,1000,1,60677,300001.708000,1.625000,1.667000,1.541000,15.375000,1719.877000,1719.877000,9302990.853416,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_binary,16,1.000000,1000,1,54359,300003.667000,2.125000,2.167000,2.041000,15.042000,2167.367000,2167.367000,7382229.220986,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_binary,16,1.000000,1000,1,59630,300001.833000,1.750000,1.791000,1.625000,1.917000,1737.487000,1737.487000,9208701.993166,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,unit_unary,16,1.000000,1000,1,58061,300002.791000,2.542000,2.625000,2.458000,9.375000,2544.447000,2544.447000,6288203.291324,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,batch_unary,16,1.000000,1000,1,64733,300000.959000,2.083000,2.167000,1.959000,10.042000,2107.333000,2107.333000,7592535.209196,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,composed_unit_binary,16,1.000000,1000,1,52793,300000.333000,3.167000,3.334000,2.958000,18.000000,3247.833000,3247.833000,4926361.669458,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,batch_binary,16,1.000000,1000,1,57114,300004.375000,2.584000,3.208000,2.500000,3.583000,2652.302000,2652.302000,6032495.545379,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_unary,32,1.000000,1000,1,24238,300009.209000,6.167000,6.917000,6.125000,18.792000,6359.718000,6359.718000,5031669.643214,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_unary,32,1.000000,1000,1,25722,300001.292000,5.292000,5.375000,5.208000,18.417000,5358.624000,5358.624000,5971682.282616,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_binary,32,1.000000,1000,1,23776,300003.500000,6.291000,6.583000,6.083000,49.167000,6495.995000,6495.995000,4926112.166035,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_binary,32,1.000000,1000,1,25777,300000.917000,5.459000,5.583000,5.375000,20.208000,5642.017000,5642.017000,5671730.517650,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,unit_unary,32,1.000000,1000,1,24995,300001.792000,7.125000,8.083000,6.875000,24.584000,7267.164000,7267.164000,4403368.356624,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,batch_unary,32,1.000000,1000,1,26619,300001.209000,6.166000,6.417000,6.042000,8.792000,6222.187000,6222.187000,5142886.255267,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,composed_unit_binary,32,1.000000,1000,1,23063,300000.875000,8.375000,8.542000,8.083000,12.625000,8411.462000,8411.462000,3804332.706966,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,batch_binary,32,1.000000,1000,1,25457,300000.250000,7.250000,7.333000,7.125000,19.333000,7328.739000,7328.739000,4366371.895629,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_unary,64,1.000000,1000,1,9173,300019.375000,21.042000,25.042000,20.958000,37.083000,21550.836000,21550.836000,2969722.381071,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_unary,64,1.000000,1000,1,9767,300066.417000,18.917000,23.000000,18.292000,42.541000,19376.052000,19376.052000,3303046.461684,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,unit_binary,64,1.000000,1000,1,9066,300007.250000,21.042000,23.583000,20.916000,41.333000,21486.526000,21486.526000,2978610.874555,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_symbol_id_insert,ingestion,batch_binary,64,1.000000,1000,1,9558,300003.000000,19.250000,19.542000,19.125000,52.667000,19566.386000,19566.386000,3270915.742948,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,unit_unary,64,1.000000,1000,1,9498,300018.834000,22.416000,26.916000,21.625000,108.209000,22837.797000,22837.797000,2802371.875011,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_insert,ingestion,batch_unary,64,1.000000,1000,1,10090,300011.667000,20.625000,25.458000,19.958000,66.375000,21339.051000,21339.051000,2999196.168564,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,composed_unit_binary,64,1.000000,1000,1,8824,300014.500000,25.000000,25.542000,24.542000,42.417000,25300.904000,25300.904000,2529553.884715,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
edb_runtime_string_pair_insert,ingestion,batch_binary,64,1.000000,1000,1,9495,300016.459000,22.584000,22.792000,21.833000,108.584000,22935.801000,22935.801000,2790397.422789,facts/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,selectivity_1pct,800,0.010000,1000,1,500,972049.916000,64.583000,75.375000,61.167000,231.833000,66537.300000,66537.300000,15029.164093,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,selectivity_10pct,640,0.100000,1000,1,500,749067.500000,259.125000,283.042000,247.375000,377.291000,263428.005000,263428.005000,3796.103607,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,selectivity_50pct,128,0.500000,1000,1,1817,300142.541000,74.791500,82.875000,72.416000,147.291000,75811.414000,75811.414000,13190.625886,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,selectivity_100pct,64,1.000000,1000,1,3246,300060.000000,52.500000,63.917000,50.458000,163.459000,54359.223000,54359.223000,18396.142270,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,noise_total,64,0.125000,1000,1,5614,300048.084000,10.834000,13.792000,10.708000,33.000000,11250.540000,11250.540000,88884.622427,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,noise_total,128,0.125000,1000,1,2603,300051.750000,22.209000,24.875000,21.958000,36.167000,22640.298000,22640.298000,44169.029931,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,noise_total,256,0.062500,1000,1,1020,300155.166000,36.708000,40.625000,34.958000,63.916000,37213.421000,37213.421000,26872.025552,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,noise_total,512,0.031250,1000,1,500,453474.833000,65.417000,76.125000,63.084000,96.708000,67249.520000,67249.520000,14869.994611,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,noise_total,960,0.016667,1000,1,500,1379566.042000,117.625000,131.709000,110.875000,172.792000,119743.096000,119743.096000,8351.212165,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
solver_predicate_dense_ranges,solver,absent_predicate,512,0.000000,1000,1,13776,300012.042000,4.458000,4.709000,4.375000,18.250000,4599.912000,4599.912000,217395.463218,solve_calls/sec,8a120be7c8408327512ed88a4fcb83736fe7a6b3,Apple_clang_version_17.0.0__clang-1700.0.13.5_,-Wall_-Wextra_-g_-I._-O0,-O0,2026-06-21T08:18:52Z
